id	filename	md5	size	state
4d8be7e0-1990-4e18-a4b1-7cce153f485e	4d8be7e0-1990-4e18-a4b1-7cce153f485e/OCULI_p_TCGA_159_160_SNP_N_GenomeWideSNP_6_B09_831148.nocnv_grch38.seg.v2.txt	9022c52fd21789274279b1e7ea5a6e66	3186	validated
036b8026-9570-4a6a-b369-2bf50970ac2c	036b8026-9570-4a6a-b369-2bf50970ac2c/LOOBY_p_TCGAb58_SNP_N_GenomeWideSNP_6_D04_680398.nocnv_grch38.seg.v2.txt	3adb4265b287b1a607cf19a04d0830d8	14133	validated
4e7354c6-96d9-4f9d-a76c-d99a458e94b1	4e7354c6-96d9-4f9d-a76c-d99a458e94b1/NIZAM_p_TCGAb_406_07_08_09_10_N_GenomeWideSNP_6_C03_1486492.nocnv_grch38.seg.v2.txt	68407df904707d93d1c5f5e32918f515	13715	validated
03f5f52e-9c74-489b-9cbe-75e6e788f107	03f5f52e-9c74-489b-9cbe-75e6e788f107/GLYPH_p_TCGA_135_141_166_SNP_N_GenomeWideSNP_6_E03_902908.nocnv_grch38.seg.v2.txt	87a78dd5aa56bcbb9c8be3bfcfcf60d6	11031	validated
0409bbca-9d12-42d0-b351-38940dc11222	0409bbca-9d12-42d0-b351-38940dc11222/PALLS_p_TCGASNP_213_N_GenomeWideSNP_6_D05_1148092.nocnv_grch38.seg.v2.txt	a570369729ee34574ad67157430c03b4	5414	validated
4fc18cdf-8b15-43c3-941b-5084077270aa	4fc18cdf-8b15-43c3-941b-5084077270aa/PALLS_p_TCGASNP_213_N_GenomeWideSNP_6_A02_1148160.nocnv_grch38.seg.v2.txt	901e0b60e8751f6d76c9e7a2c57e0614	14624	validated
04212437-4f20-474d-a865-44989fd802dc	04212437-4f20-474d-a865-44989fd802dc/PALLS_p_TCGASNP_213_N_GenomeWideSNP_6_C11_1148072.nocnv_grch38.seg.v2.txt	aff507057d61bf61ab9a4ce07d8f0c2d	2647	validated
503dad53-dca6-47a1-8ddc-8184ada907dc	503dad53-dca6-47a1-8ddc-8184ada907dc/LOOBY_p_TCGAb58_SNP_N_GenomeWideSNP_6_F01_680366.nocnv_grch38.seg.v2.txt	1936b1941ec4cf350529fa720a9ca78c	12724	validated
047dc2dd-5a23-41fb-b1d7-3bdc2b759fc5	047dc2dd-5a23-41fb-b1d7-3bdc2b759fc5/GLIAS_p_TCGA_204_205_206_207_N_GenomeWideSNP_6_H09_1051752.nocnv_grch38.seg.v2.txt	182ca93464e6ef5bcc490f10b1279401	27125	validated
50f29bc1-e4b9-4c94-867c-4ee885206ba9	50f29bc1-e4b9-4c94-867c-4ee885206ba9/COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_A01_1051480.nocnv_grch38.seg.v2.txt	5f08f01d030abee79d77d041f6dc7ac0	3757	validated
04e74c87-00b9-4595-835b-dccc34fe2abf	04e74c87-00b9-4595-835b-dccc34fe2abf/PALLS_p_TCGASNP_213_N_GenomeWideSNP_6_A08_1148020.nocnv_grch38.seg.v2.txt	d9cf2ce7af35bff62aaec5024f6b3f92	2513	validated
5209e4ea-0ac4-4a64-8090-c6be32cd5981	5209e4ea-0ac4-4a64-8090-c6be32cd5981/BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_C04_1300972.nocnv_grch38.seg.v2.txt	c225a4781577668e08c382bfbea25939	10710	validated
05035673-8d9f-4f3b-892b-8d6fb6f6ae03	05035673-8d9f-4f3b-892b-8d6fb6f6ae03/CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_D05_1513766.nocnv_grch38.seg.v2.txt	0669543857224b58589e614c886ef4a6	6789	validated
0508ed74-20d4-4d9a-84d1-ddb1d2f9b44c	0508ed74-20d4-4d9a-84d1-ddb1d2f9b44c/BURST_p_TCGA_b119_SNP_N_GenomeWideSNP_6_B05_787220.nocnv_grch38.seg.v2.txt	4b1551e72062681e545ba33edaad90cb	5973	validated
54425e85-b847-45bc-9e21-561052cf9c48	54425e85-b847-45bc-9e21-561052cf9c48/BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_F01_1300956.nocnv_grch38.seg.v2.txt	ca06bda1b622a4b2c4bb09b648c1e4fc	2775	validated
050d02ca-6c1b-4c57-8e1d-e242561027d2	050d02ca-6c1b-4c57-8e1d-e242561027d2/OCULI_p_TCGA_159_160_SNP_N_GenomeWideSNP_6_C10_831182.nocnv_grch38.seg.v2.txt	d722f46867733ed25215e517634da2b0	3597	validated
5478f941-3f1a-4945-9774-6adfee11bd77	5478f941-3f1a-4945-9774-6adfee11bd77/EGGAR_p_TCGAb33and37_SNP_N_GenomeWideSNP_6_H07_585240.nocnv_grch38.seg.v2.txt	ee13f0f753e18b583aa08c3dd89cbf6a	2361	validated
05a10671-f5c3-4c39-892c-acb097a9875e	05a10671-f5c3-4c39-892c-acb097a9875e/LOOBY_p_TCGAb58_SNP_N_GenomeWideSNP_6_B07_680400.nocnv_grch38.seg.v2.txt	94828b6bf26aa4f1f91b26a6eccd6075	16678	validated
05bb0863-79ae-4272-8b3a-0e4d8ca4ac2b	05bb0863-79ae-4272-8b3a-0e4d8ca4ac2b/BURST_p_TCGA_b119_SNP_N_GenomeWideSNP_6_C06_787094.nocnv_grch38.seg.v2.txt	c8651dde33ebaa12c47d79ca30f7818a	3868	validated
55883dd8-ff7d-4a39-a9a9-cec8f067c18e	55883dd8-ff7d-4a39-a9a9-cec8f067c18e/NIZAM_p_TCGAb_406_07_08_09_10_N_GenomeWideSNP_6_A09_1486426.nocnv_grch38.seg.v2.txt	1aeb71fbe081ff3eaf253a05824c9d76	8728	validated
05c6455e-ec8c-496a-86f0-149520dc83f8	05c6455e-ec8c-496a-86f0-149520dc83f8/GLIAS_p_TCGA_204_205_206_207_N_GenomeWideSNP_6_F02_1051790.nocnv_grch38.seg.v2.txt	d71f70b05178bc4ac1e20112d716a41c	12474	validated
570f3cda-4ea6-40a5-b752-1cafa43d3c70	570f3cda-4ea6-40a5-b752-1cafa43d3c70/GLIAS_p_TCGA_204_205_206_207_N_GenomeWideSNP_6_G07_1051870.nocnv_grch38.seg.v2.txt	0aa24cbfa376c53834e072eecb9bbafd	2790	validated
0668726b-4b7d-4a72-ab01-5cfc46d3e78a	0668726b-4b7d-4a72-ab01-5cfc46d3e78a/BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_C06_1301024.nocnv_grch38.seg.v2.txt	6adb890d2fdc8b6e4617bdce5aeb30b3	22600	validated
5818cc64-c7e1-4389-ac02-1e1815f5b6f3	5818cc64-c7e1-4389-ac02-1e1815f5b6f3/TAROK_p_TCGA_264_N_GenomeWideSNP_6_C10_1306640.nocnv_grch38.seg.v2.txt	91b152f2f7d71b53e64fd4f193bc824a	4021	validated
067a5434-cea4-4da1-bcf6-48b17681922a	067a5434-cea4-4da1-bcf6-48b17681922a/BASIC_p_TCGASNP_219_221_223_N_GenomeWideSNP_6_G08_1148718.nocnv_grch38.seg.v2.txt	feca75bc5cf6ba6a6a46f33a2bc28f3c	6697	validated
596fffc2-7cf0-4b0f-ae0e-5d49e761e91d	596fffc2-7cf0-4b0f-ae0e-5d49e761e91d/BURST_p_TCGA_b119_SNP_N_GenomeWideSNP_6_E11_787246.nocnv_grch38.seg.v2.txt	717a5920d2838fdf9cd1f6d254eb5d28	9519	validated
06826efa-daeb-4210-b754-5664d5ae2c39	06826efa-daeb-4210-b754-5664d5ae2c39/DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C06_771546.nocnv_grch38.seg.v2.txt	96136c0b3dcd5c390710d53ab791f8e6	7914	validated
5b8358bb-d32a-4a5c-85b4-09c4ccfad1b6	5b8358bb-d32a-4a5c-85b4-09c4ccfad1b6/DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C10_771558.nocnv_grch38.seg.v2.txt	7243ef11621720e8c39ea6344d7e23cd	5526	validated
068607af-f29a-4f97-b1f8-e8cdf84aeb09	068607af-f29a-4f97-b1f8-e8cdf84aeb09/OCULI_p_TCGA_159_160_SNP_N_GenomeWideSNP_6_B01_831116.nocnv_grch38.seg.v2.txt	d1fc2521d3a8976941d79fb505e191ee	29222	validated
5c28ab1f-a0b5-44a8-803c-c090a68b68fc	5c28ab1f-a0b5-44a8-803c-c090a68b68fc/GLYPH_p_TCGA_135_141_166_SNP_N_GenomeWideSNP_6_E12_902768.nocnv_grch38.seg.v2.txt	4c9c343edbaf0782b9d5fe73c1db386b	3736	validated
06f7e78b-21b7-4d71-b4e7-4c87c0124187	06f7e78b-21b7-4d71-b4e7-4c87c0124187/OCULI_p_TCGA_159_160_SNP_N_GenomeWideSNP_6_E11_831126.nocnv_grch38.seg.v2.txt	560b5456dd12b74b0f389ea532d42ee0	16774	validated
073772ab-0237-4ee7-92f0-bd8805c83096	073772ab-0237-4ee7-92f0-bd8805c83096/PALLS_p_TCGASNP_213_N_GenomeWideSNP_6_D02_1148058.nocnv_grch38.seg.v2.txt	0804207e6f1fbd958d6776b3c9027d04	23328	validated
5f848be7-77b7-4b5e-be6b-137ebd32bed0	5f848be7-77b7-4b5e-be6b-137ebd32bed0/GLYPH_p_TCGA_135_141_166_SNP_N_GenomeWideSNP_6_D08_902796.nocnv_grch38.seg.v2.txt	10f5c6459248b5511f804e77b1f1ea88	63453	validated
0755984e-a5d6-4a12-a851-1f83055bd1e2	0755984e-a5d6-4a12-a851-1f83055bd1e2/COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_B12_1051416.nocnv_grch38.seg.v2.txt	8ee8555facef84a2b27f872441e8060d	11828	validated
60d8583c-d680-4e82-a443-1dbde4f50b52	60d8583c-d680-4e82-a443-1dbde4f50b52/EGGAR_p_TCGAb33and37_SNP_N_GenomeWideSNP_6_C08_585096.nocnv_grch38.seg.v2.txt	e4704d5d7875c4d39246d671c2931fc1	3593	validated
08a66dd0-7678-49c8-8e5b-dda89d420299	08a66dd0-7678-49c8-8e5b-dda89d420299/TAROK_p_TCGA_264_N_GenomeWideSNP_6_E09_1306518.nocnv_grch38.seg.v2.txt	979db9b116454935e877905ea6a47ccc	3867	validated
62646c27-491c-42e8-b103-c1532e0ceda5	62646c27-491c-42e8-b103-c1532e0ceda5/TSUBA_p_TCGA352_119_144_221_NSP_GenomeWideSNP_6_H05_1377086.nocnv_grch38.seg.v2.txt	857b0e9ab14a852bf490073ef864bdd7	3875	validated
08a945e8-5209-4df7-8c6c-1efc15f40c5e	08a945e8-5209-4df7-8c6c-1efc15f40c5e/OCULI_p_TCGA_159_160_SNP_N_GenomeWideSNP_6_A10_831274.nocnv_grch38.seg.v2.txt	dc6efefb68a370e770ce97a36aba448d	9885	validated
08c60b08-9266-47f3-ad5a-5982b49d93b8	08c60b08-9266-47f3-ad5a-5982b49d93b8/GLYPH_p_TCGA_135_141_166_SNP_N_GenomeWideSNP_6_C12_902764.nocnv_grch38.seg.v2.txt	f11179a75f8ed84d0154df74d38f83b1	9717	validated
660a26ee-dbbb-477a-9a19-a80eb7f82ed7	660a26ee-dbbb-477a-9a19-a80eb7f82ed7/SHOWS_p_7TCGA_236_238_Mx_N_GenomeWideSNP_6_G06_1244568.nocnv_grch38.seg.v2.txt	659452902f90d10ce4bfa538aeb5d49e	6001	validated
08f0fccd-a823-44e9-868c-4c4f45e434b7	08f0fccd-a823-44e9-868c-4c4f45e434b7/GLYPH_p_TCGA_135_141_166_SNP_N_GenomeWideSNP_6_E04_902898.nocnv_grch38.seg.v2.txt	9dbe5ed38e23ecec2d3a8ad482bb7475	21936	validated
662b52c6-b82a-4ec4-9156-683a29e47abd	662b52c6-b82a-4ec4-9156-683a29e47abd/OCULI_p_TCGA_159_160_SNP_N_GenomeWideSNP_6_E12_831210.nocnv_grch38.seg.v2.txt	56507669acd5182b3b903f879b50aff0	18367	validated
091c5f36-493b-4301-b0e5-ae9d67ab8857	091c5f36-493b-4301-b0e5-ae9d67ab8857/GLYPH_p_TCGA_135_141_166_SNP_N_GenomeWideSNP_6_D11_902786.nocnv_grch38.seg.v2.txt	7e458e813b7fabcad945c8551903b211	37225	validated
68372d7d-584b-4b8a-bd36-e0c67dcdf1b7	68372d7d-584b-4b8a-bd36-e0c67dcdf1b7/BROSE_p_TCGASNP_195_196_197_N_GenomeWideSNP_6_E08_1039746.nocnv_grch38.seg.v2.txt	32e9428c2c2bbf0d62bd00cf07c8775e	3338	validated
09328fc9-b04c-4e2f-9661-df8853b817d4	09328fc9-b04c-4e2f-9661-df8853b817d4/NULLS_p_TCGA_183_185_186_SNP_N_GenomeWideSNP_6_F06_914336.nocnv_grch38.seg.v2.txt	875c05317e79458db30ff1b28c7b540b	5129	validated
695e3d6e-9901-4038-b367-8cddac7521c6	695e3d6e-9901-4038-b367-8cddac7521c6/OCULI_p_TCGA_159_160_SNP_N_GenomeWideSNP_6_F06_831268.nocnv_grch38.seg.v2.txt	42fbf40d09ef854a12909268b3662be4	9632	validated
09506ec9-9329-4ce0-a0d1-00e055701b83	09506ec9-9329-4ce0-a0d1-00e055701b83/TAROK_p_TCGA_264_N_GenomeWideSNP_6_D08_1306570.nocnv_grch38.seg.v2.txt	f982f35e6f0ffbfb1b6e59b9773a94d4	4995	validated
6a200611-688e-4fb4-ba34-a31028546d5f	6a200611-688e-4fb4-ba34-a31028546d5f/BURST_p_TCGA_b119_SNP_N_GenomeWideSNP_6_G08_787202.nocnv_grch38.seg.v2.txt	af3ddd582f51293a5b41d425cf901181	4024	validated
09882498-5dce-4023-932a-39db2a900a36	09882498-5dce-4023-932a-39db2a900a36/BURST_p_TCGA_b119_SNP_N_GenomeWideSNP_6_B06_787120.nocnv_grch38.seg.v2.txt	9ebbc94aed3c8ba74f4da015a2f5f474	37955	validated
09888211-c1c2-499f-a3a0-d63412274c7e	09888211-c1c2-499f-a3a0-d63412274c7e/TATTY_p_TCGA_b52_156_SNP_N_GenomeWideSNP_6_A06_809018.nocnv_grch38.seg.v2.txt	2b59575d36b9fe2a09ed49d1331389ac	14891	validated
6bc72ba7-f211-4007-b969-89b4a2c8f799	6bc72ba7-f211-4007-b969-89b4a2c8f799/PALLS_p_TCGASNP_213_N_GenomeWideSNP_6_B12_1148148.nocnv_grch38.seg.v2.txt	591a01c9cec35335ca75af929baf49b6	3757	validated
0993ac24-6754-46d2-a3b8-b36320c23831	0993ac24-6754-46d2-a3b8-b36320c23831/LOOBY_p_TCGAb58_SNP_N_GenomeWideSNP_6_E01_680280.nocnv_grch38.seg.v2.txt	99da0562de7e0996dc3099040e489ebb	2771	validated
6ca24015-a1d2-4869-be9f-0018789952b7	6ca24015-a1d2-4869-be9f-0018789952b7/CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_C08_1513890.nocnv_grch38.seg.v2.txt	3fe2c427d63cf0acc606051ff14c0001	36374	validated
09fd1207-7583-4078-9659-c518669fbc72	09fd1207-7583-4078-9659-c518669fbc72/PALLS_p_TCGASNP_213_N_GenomeWideSNP_6_G12_1148186.nocnv_grch38.seg.v2.txt	abeafc5f123aea81d719710a9a1b5e3c	3867	validated
6ce3daf1-6def-4dae-a959-b031389347d9	6ce3daf1-6def-4dae-a959-b031389347d9/TSUBA_p_TCGA352_119_144_221_NSP_GenomeWideSNP_6_H10_1377074.nocnv_grch38.seg.v2.txt	b1bf8d69fa2ea90e3462b75107df7684	13151	validated
09fef273-1a7f-43f5-9418-4525cc9e5a17	09fef273-1a7f-43f5-9418-4525cc9e5a17/BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_E04_1301088.nocnv_grch38.seg.v2.txt	0cbb67401cb58d80ed4b66aacbbdb440	2631	validated
0a17395f-590e-4632-aa05-2dc7579869e4	0a17395f-590e-4632-aa05-2dc7579869e4/OCULI_p_TCGA_159_160_SNP_N_GenomeWideSNP_6_C07_831278.nocnv_grch38.seg.v2.txt	b60e2264a0f4306d01f164b7eea818e9	6832	validated
6ebd2d09-6d69-4d3e-9880-36234dde2a16	6ebd2d09-6d69-4d3e-9880-36234dde2a16/DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_A11_771648.nocnv_grch38.seg.v2.txt	9266cf7c1f615dd2b075d3f7bfa4ba0a	8670	validated
0a7ecf6c-98c7-42cc-8f75-6ab1b8f07b3d	0a7ecf6c-98c7-42cc-8f75-6ab1b8f07b3d/BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_G02_1301022.nocnv_grch38.seg.v2.txt	70386ece393ed6551112cceba33ff99d	4016	validated
6f0a0f54-101a-46c4-8de6-439531aa7527	6f0a0f54-101a-46c4-8de6-439531aa7527/DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_C11_771478.nocnv_grch38.seg.v2.txt	fc6a6c5687eb2874da8e3abada9a7c70	29393	validated
0acff899-6081-489e-a37f-e078dc6471b6	0acff899-6081-489e-a37f-e078dc6471b6/TAROK_p_TCGA_264_N_GenomeWideSNP_6_D05_1306536.nocnv_grch38.seg.v2.txt	86405a6046d241dcfe8dd04bb592b4b8	19350	validated
6f97771c-1bbb-4e88-9c45-58924528b294	6f97771c-1bbb-4e88-9c45-58924528b294/DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_G11_771644.nocnv_grch38.seg.v2.txt	9aa346d40276298e1ac4d7678a97d9f3	13419	validated
0b1b8b6e-96de-4ac9-a528-c15c5cca5bd3	0b1b8b6e-96de-4ac9-a528-c15c5cca5bd3/BURST_p_TCGA_b119_SNP_N_GenomeWideSNP_6_G05_787192.nocnv_grch38.seg.v2.txt	ae0d0d78125efcf5b1c944c83e6db7e0	3336	validated
0b38aa81-9326-46cf-a997-1b06f499e8ec	0b38aa81-9326-46cf-a997-1b06f499e8ec/BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_F05_1300986.nocnv_grch38.seg.v2.txt	3e82e82d1572ffaf005d689063197f04	3467	validated
7127d3fc-1de5-4447-a731-dec21c9be82d	7127d3fc-1de5-4447-a731-dec21c9be82d/RAMIE_p_6TCGA_250_232_4_236_N_GenomeWideSNP_6_A11_1245242.nocnv_grch38.seg.v2.txt	642435859a3f583b549a225aafff266d	11408	validated
0b42cdbb-4484-4850-aa42-10bd2581552b	0b42cdbb-4484-4850-aa42-10bd2581552b/IMPLY_p_TCGA_b127_144_SNP_N_GenomeWideSNP_6_H03_808486.nocnv_grch38.seg.v2.txt	620ae9d326fe808e8aeb8e0af502f608	4171	validated
71d45a62-4d25-4fbf-9ed1-471c81ab4b09	71d45a62-4d25-4fbf-9ed1-471c81ab4b09/LEMUR_p_TCGA_116_163_164_183_N_GenomeWideSNP_6_B09_914492.nocnv_grch38.seg.v2.txt	9f082da5dbd902a803bbacf4f1229986	11157	validated
0b5a342c-d9ba-4ac1-aec0-e3c8946289dd	0b5a342c-d9ba-4ac1-aec0-e3c8946289dd/IMPLY_p_TCGA_b127_144_SNP_N_GenomeWideSNP_6_A07_808348.nocnv_grch38.seg.v2.txt	0cd5f30fd809e45b02088b3679652564	10393	validated
72bc5a31-ec79-453b-a8c2-bf1ed3844e95	72bc5a31-ec79-453b-a8c2-bf1ed3844e95/LOOBY_p_TCGAb58_SNP_N_GenomeWideSNP_6_B03_680312.nocnv_grch38.seg.v2.txt	b6759b45f4dc91ceab3d22335ee521ca	6091	validated
0bb75235-d324-4a1c-a2df-70f03419d00a	0bb75235-d324-4a1c-a2df-70f03419d00a/HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_B12_748186.nocnv_grch38.seg.v2.txt	e6e1a215847b594fc960ea7a440964c2	15261	validated
733bf2ab-c3d0-4590-82af-d1b77e32086a	733bf2ab-c3d0-4590-82af-d1b77e32086a/DUNGS_p_TCGA_b84_115_SNP_N_GenomeWideSNP_6_F05_771530.nocnv_grch38.seg.v2.txt	9c86ed9f9378fe2181b962344eaf14ec	2628	validated
0be34483-e0b2-46bd-9938-6ca4b22ec99b	0be34483-e0b2-46bd-9938-6ca4b22ec99b/DRAMA_p_TCGA_276_278_N_GenomeWideSNP_6_B08_1322406.nocnv_grch38.seg.v2.txt	83d4309079c3529a0b9130c56c7bd8aa	62246	validated
0c0f7aa0-d27d-4c47-884e-b3a867667a29	0c0f7aa0-d27d-4c47-884e-b3a867667a29/EGGAR_p_TCGAb33and37_SNP_N_GenomeWideSNP_6_B09_585218.nocnv_grch38.seg.v2.txt	503917bda58c7283757a3b59a0b996f5	11933	validated
75c4a1da-05e4-4c1d-a557-0a1256b9a4b7	75c4a1da-05e4-4c1d-a557-0a1256b9a4b7/PALLS_p_TCGASNP_213_N_GenomeWideSNP_6_G02_1148158.nocnv_grch38.seg.v2.txt	7e305a2c3e12586c0467b19caae0f969	17021	validated
0c3d01c0-1fe0-4901-a079-8f1deca7cd42	0c3d01c0-1fe0-4901-a079-8f1deca7cd42/SHOWS_p_7TCGA_236_238_Mx_N_GenomeWideSNP_6_H01_1244612.nocnv_grch38.seg.v2.txt	082585fcb8dae5e7a29019c623f81e72	2174	validated
767557f8-b037-49c0-9896-2e559dca0b9e	767557f8-b037-49c0-9896-2e559dca0b9e/SHOWS_p_7TCGA_236_238_Mx_N_GenomeWideSNP_6_F04_1244560.nocnv_grch38.seg.v2.txt	94d4497eb3720d3d8ad6e973ba59abc6	9394	validated
0d46ad84-2387-446d-a2bd-653617306751	0d46ad84-2387-446d-a2bd-653617306751/PALLS_p_TCGASNP_213_N_GenomeWideSNP_6_A03_1148018.nocnv_grch38.seg.v2.txt	989e6c405337fc3f8eb7ea9affa52f70	2780	validated
76df215e-87ae-4351-a068-63e380b336ac	76df215e-87ae-4351-a068-63e380b336ac/NULLS_p_TCGA_183_185_186_SNP_N_GenomeWideSNP_6_A06_914206.nocnv_grch38.seg.v2.txt	bec1b76e4541dda4dcceb6b010f6043a	9912	validated
0d51bd08-8fdb-40ca-be44-2b3978d8ac41	0d51bd08-8fdb-40ca-be44-2b3978d8ac41/OCULI_p_TCGA_159_160_SNP_N_GenomeWideSNP_6_D01_831196.nocnv_grch38.seg.v2.txt	a5fb7f5c1448ca66c0245ac0a3993e62	3188	validated
